KD,Kill,Death,Assistant,WinRate,PickRate,AvgScore,FirstBloodRate
0.82,11.6,14.1,5.9,48.9,12.6,179.0,0.2
1.09,15.5,14.3,3.9,48.2,0.8,394.0,0.1
0.91,12.8,14.1,4.7,48.0,2.6,231.0,0.2
0.94,13.5,14.4,5.2,47.0,2.2,235.0,0.2
1.04,14.2,13.7,2.5,46.9,3.1,242.0,0.2
0.95,13.3,14.0,3.3,46.1,2.2,249.0,0.2
0.92,13.3,14.5,2.9,46.0,2.5,242.0,0.2
0.88,13.3,15.1,7.2,45.2,4.3,221.0,0.1
0.99,13.1,13.2,2.8,43.7,3.0,234.0,0.2
0.99,13.4,13.6,3.0,43.7,2.8,246.0,0.2
0.87,12.5,14.3,4.0,41.0,2.9,231.0,0.2
0.96,14.2,14.8,4.6,41.0,1.2,293.0,0.1
0.88,13.2,15.0,4.7,38.8,1.8,293.0,0.1
1.05,14.6,13.9,3.7,51.9,6.8,230.0,0.1
1.13,15.8,14.0,3.1,50.6,13.3,261.0,0.2
0.98,13.2,13.5,4.5,49.9,11.3,209.0,0.2
1.05,14.3,13.7,3.0,49.2,4.1,276.0,0.1
0.94,13.6,14.5,4.7,48.5,9.3,228.0,0.2
1.07,14.3,13.3,3.0,47.7,3.7,305.0,0.2
0.92,13.6,14.9,6.5,47.0,5.8,242.0,0.1
1.21,16.8,13.8,3.4,45.8,9.0,281.0,0.2
0.79,11.5,14.5,4.7,45.6,6.2,222.0,0.1
0.95,14.3,15.1,4.1,44.7,2.1,332.0,0.1
0.93,14.2,15.3,5.4,44.4,4.1,263.0,0.1
0.98,14.0,14.2,3.1,44.2,4.2,256.0,0.2
0.96,13.4,14.0,3.1,44.2,4.0,276.0,0.2
0.93,14.3,15.4,4.2,43.6,2.6,320.0,0.1
1.06,17.8,16.8,4.2,43.3,1.7,435.0,0.1
0.79,14.3,18.1,4.5,41.6,2.2,458.0,0.1
0.91,12.8,14.0,3.2,39.5,2.9,325.0,0.1
1.0,16.7,16.6,4.4,38.7,1.6,482.0,0.1
0.94,14.1,15.1,3.5,35.8,3.8,328.0,0.1
1.05,17.3,16.5,3.9,35.0,1.1,509.0,0.1
0.94,13.0,13.8,5.9,52.2,6.3,205.0,0.2
1.09,15.4,14.1,4.0,51.8,10.7,247.0,0.2
0.97,13.5,13.9,6.5,50.5,7.3,216.0,0.2
0.97,14.3,14.7,3.9,50.0,5.5,222.0,0.2
0.82,11.3,13.7,5.2,50.0,8.7,181.0,0.2
1.11,15.6,14.0,3.0,49.7,7.4,247.0,0.2
1.23,16.6,13.5,3.4,49.6,9.3,258.0,0.2
0.99,13.4,13.5,4.2,48.7,3.2,237.0,0.1
0.92,12.9,14.0,3.1,48.5,2.9,225.0,0.2
0.92,12.3,13.3,3.2,47.6,4.6,211.0,0.2
0.89,12.7,14.2,5.2,47.2,5.2,201.0,0.2
1.05,14.9,14.2,2.7,47.0,3.0,247.0,0.2
0.96,13.7,14.2,5.4,46.9,2.5,252.0,0.1
0.61,13.4,21.9,4.8,45.9,5.1,217.0,0.2
1.1,15.7,14.3,5.1,45.7,2.0,266.0,0.1
1.01,13.9,13.8,9.0,45.0,4.2,244.0,0.2
0.92,13.0,14.1,4.3,44.8,3.9,227.0,0.1
0.95,13.0,13.7,3.0,44.8,4.1,224.0,0.2
0.85,12.2,14.4,5.8,43.9,2.8,223.0,0.1
0.95,14.7,15.4,4.5,41.6,1.2,287.0,0.1
1.06,13.8,13.0,4.0,52.6,5.9,213.0,0.2
0.91,14.4,15.7,6.2,52.4,6.6,226.0,0.1
0.97,13.3,13.7,5.8,50.3,6.4,205.0,0.2
0.99,13.7,13.9,8.0,49.6,10.3,210.0,0.2
0.97,13.0,13.4,3.8,49.4,2.9,246.0,0.2
1.03,14.4,14.0,7.5,49.4,11.1,212.0,0.1
1.21,15.5,12.8,3.5,48.7,6.5,268.0,0.2
0.89,12.4,13.9,6.0,48.1,2.6,196.0,0.2
1.13,14.7,13.0,2.7,48.1,2.6,259.0,0.1
0.98,13.1,13.3,4.7,47.9,3.8,215.0,0.2
1.11,15.5,13.9,3.3,47.5,6.8,247.0,0.2
0.98,15.1,15.4,4.1,47.4,7.6,240.0,0.1
0.93,12.8,13.7,3.6,47.3,7.1,202.0,0.2
0.91,12.8,14.1,7.8,45.8,4.0,217.0,0.2
0.94,13.9,14.8,5.1,44.4,1.2,282.0,0.1
0.84,11.4,13.7,5.4,43.3,5.6,192.0,0.2
0.93,11.9,12.7,2.7,42.7,2.6,203.0,0.2
1.07,14.8,13.8,5.6,42.2,2.0,259.0,0.1
0.92,12.5,13.6,4.4,42.0,2.3,231.0,0.2
0.84,11.3,13.5,3.5,39.9,2.0,245.0,0.2
1.09,14.4,13.3,6.2,52.3,7.0,220.0,0.2
0.99,12.7,12.8,3.6,51.9,5.3,210.0,0.2
1.09,14.6,13.3,3.0,50.7,8.8,236.0,0.2
0.93,13.3,14.3,5.8,50.0,9.0,203.0,0.1
1.01,13.6,13.5,4.3,49.5,5.6,217.0,0.2
1.24,16.3,13.1,3.6,49.1,8.4,267.0,0.2
1.02,15.2,14.9,3.9,49.1,5.9,258.0,0.2
1.0,13.0,13.0,3.3,48.9,3.8,232.0,0.2
1.06,13.3,12.5,2.7,48.9,3.4,236.0,0.2
0.99,13.0,13.0,4.8,48.3,5.3,214.0,0.2
1.05,13.7,13.1,3.6,48.1,5.2,245.0,0.2
0.96,13.5,14.1,5.1,47.7,2.0,232.0,0.2
0.81,10.7,13.2,5.2,47.1,7.6,179.0,0.2
0.98,13.3,13.6,4.4,46.5,2.7,232.0,0.2
0.88,12.7,14.4,7.9,45.8,5.0,210.0,0.2
0.91,12.9,14.2,6.2,45.5,2.5,235.0,0.1
0.92,12.7,13.8,6.2,45.3,3.4,208.0,0.2
0.93,11.9,12.9,4.2,44.7,3.1,242.0,0.1
0.98,12.5,12.8,2.7,42.7,3.4,216.0,0.3
0.87,12.9,14.8,5.9,40.2,2.7,260.0,0.1
1.02,14.4,14.1,3.5,48.8,6.9,254.0,0.2
1.2,16.6,13.8,3.4,48.0,9.8,275.0,0.2
0.86,12.0,13.9,4.9,47.9,7.6,217.0,0.2
1.09,15.3,14.1,3.1,47.7,9.7,253.0,0.2
0.93,13.9,14.9,3.7,47.7,4.6,253.0,0.2
0.98,13.9,14.3,3.1,47.3,5.0,264.0,0.2
0.99,14.4,14.6,4.4,46.8,5.1,255.0,0.2
1.02,13.8,13.5,3.1,46.4,5.6,251.0,0.2
0.92,13.6,14.8,5.0,46.2,4.3,250.0,0.1
1.03,14.6,14.2,3.7,45.9,4.4,270.0,0.2
0.99,14.2,14.3,5.3,45.2,4.8,265.0,0.1
1.0,14.3,14.3,3.2,44.9,5.1,281.0,0.2
0.96,14.1,14.7,5.0,44.6,3.7,270.0,0.1
1.07,16.2,15.1,4.6,44.3,2.5,349.0,0.1
0.98,14.9,15.2,4.6,43.9,3.4,279.0,0.1
0.88,13.2,15.1,4.0,43.1,3.8,278.0,0.1
1.03,15.2,14.8,2.9,42.2,3.4,305.0,0.1
0.99,14.5,14.6,4.1,42.0,3.0,318.0,0.1
0.89,13.8,15.4,5.9,41.8,4.2,262.0,0.1
0.91,14.2,15.6,5.1,40.2,3.1,328.0,0.1
0.89,12.2,13.7,4.3,52.9,5.2,183.0,0.2
0.87,12.0,13.8,4.8,50.8,2.8,175.0,0.2
0.92,13.5,14.7,4.9,50.4,8.0,207.0,0.1
0.78,11.0,14.1,6.1,50.4,14.9,163.0,0.1
0.99,14.5,14.6,4.5,49.8,11.5,214.0,0.1
0.8,11.6,14.5,5.9,49.7,5.6,173.0,0.1
0.9,12.9,14.3,3.4,49.6,2.6,185.0,0.1
0.86,12.6,14.6,5.4,49.5,1.2,185.0,0.1
0.87,13.0,15.0,4.0,49.3,4.2,194.0,0.1
0.83,11.9,14.3,4.8,49.3,4.7,176.0,0.1
0.85,12.2,14.3,5.9,49.3,3.5,183.0,0.1
0.86,12.5,14.6,4.8,49.3,6.0,183.0,0.1
0.81,11.6,14.4,6.9,49.1,3.4,174.0,0.1
0.79,11.7,14.8,7.6,49.1,3.0,177.0,0.1
0.9,13.3,14.9,3.8,48.6,6.5,196.0,0.1
0.83,11.9,14.3,4.8,48.5,4.8,178.0,0.1
0.81,11.9,14.7,5.0,48.5,1.2,175.0,0.1
0.91,13.2,14.5,4.3,48.0,4.8,197.0,0.1
0.88,12.2,13.8,4.6,47.9,0.7,180.0,0.1
0.86,12.7,14.7,4.0,47.4,5.2,185.0,0.1
0.87,12.8,14.7,5.0,51.3,6.4,185.0,0.1
0.83,12.0,14.4,4.7,50.9,4.1,176.0,0.1
0.87,12.1,13.9,4.7,50.5,3.0,176.0,0.2
0.86,12.4,14.3,6.0,50.5,3.6,187.0,0.1
0.79,11.1,14.2,6.3,50.5,15.3,164.0,0.1
0.91,13.5,14.8,5.0,50.3,8.5,208.0,0.1
0.88,12.2,13.9,4.2,50.3,5.1,184.0,0.2
0.81,11.7,14.5,5.7,50.2,5.6,174.0,0.1
0.93,12.7,13.6,4.5,49.7,0.6,184.0,0.1
0.8,11.8,14.7,7.6,49.2,3.0,179.0,0.1
0.84,12.0,14.3,4.7,48.8,4.5,179.0,0.1
0.99,14.6,14.7,4.4,48.7,11.5,214.0,0.1
0.84,12.8,15.2,4.1,48.3,4.2,190.0,0.1
0.9,13.1,14.5,4.3,48.2,4.9,197.0,0.1
0.87,12.5,14.5,3.5,47.9,2.3,183.0,0.1
0.85,12.7,14.9,4.0,47.6,4.9,185.0,0.1
0.89,13.3,14.9,3.8,47.6,6.5,195.0,0.1
0.84,12.1,14.5,5.1,47.2,1.2,181.0,0.1
0.79,11.6,14.6,7.0,46.8,3.5,173.0,0.1
0.8,11.8,14.7,5.0,46.3,1.2,174.0,0.1
0.91,12.3,13.6,4.6,53.3,6.2,185.0,0.2
0.92,13.5,14.7,5.2,51.9,8.4,210.0,0.1
0.87,12.3,14.2,5.0,51.7,0.7,180.0,0.1
0.87,12.7,14.6,5.5,50.1,1.2,187.0,0.1
0.85,12.3,14.4,6.4,49.7,3.6,183.0,0.1
0.9,12.9,14.4,3.4,49.6,2.4,186.0,0.1
0.78,11.0,14.1,6.3,49.5,14.4,161.0,0.1
0.97,14.3,14.7,4.5,49.5,11.4,211.0,0.1
0.85,12.1,14.2,5.0,49.3,5.2,180.0,0.1
0.81,11.7,14.5,6.1,49.2,5.6,174.0,0.1
0.91,13.4,14.8,4.5,49.0,4.9,197.0,0.1
0.86,11.8,13.7,4.8,49.0,2.9,172.0,0.2
0.86,12.9,15.0,4.2,49.0,4.2,192.0,0.1
0.83,11.8,14.3,4.8,48.9,4.2,176.0,0.1
0.8,11.4,14.4,7.2,48.8,3.2,173.0,0.1
0.77,11.5,14.8,7.7,48.8,2.8,174.0,0.1
0.89,13.4,15.0,3.8,48.7,6.4,195.0,0.1
0.86,12.5,14.6,5.1,48.3,6.0,183.0,0.1
0.79,11.4,14.4,5.1,47.9,1.2,172.0,0.1
0.84,12.4,14.7,4.0,46.9,5.1,181.0,0.1
0.78,11.1,14.2,5.9,51.0,15.0,164.0,0.1
0.99,14.6,14.7,4.4,50.9,11.5,214.0,0.1
0.91,12.4,13.6,4.7,50.5,0.7,183.0,0.2
0.87,13.2,15.0,3.9,50.4,4.1,194.0,0.1
0.86,12.1,14.0,4.8,50.4,2.8,175.0,0.2
0.87,12.1,13.8,4.1,50.1,5.1,181.0,0.2
0.84,12.1,14.4,4.8,50.1,4.8,180.0,0.1
0.89,12.8,14.3,3.2,50.0,2.7,182.0,0.1
0.87,12.7,14.6,4.7,50.0,6.6,184.0,0.1
0.89,13.0,14.6,5.3,49.8,1.2,191.0,0.1
0.81,11.7,14.3,6.7,49.8,3.6,174.0,0.1
0.83,11.8,14.3,4.6,49.0,4.2,175.0,0.1
0.91,13.5,14.9,3.8,48.9,6.7,198.0,0.1
0.91,13.4,14.8,4.7,48.8,7.9,204.0,0.1
0.88,12.9,14.7,4.0,48.8,5.2,187.0,0.1
0.86,12.3,14.4,5.9,48.7,3.6,183.0,0.1
0.78,11.5,14.7,5.9,48.4,5.5,172.0,0.1
0.82,12.1,14.8,4.9,48.1,1.1,177.0,0.1
0.79,11.7,14.9,7.6,47.6,2.9,178.0,0.1
0.91,13.1,14.5,4.1,47.3,4.7,195.0,0.1
0.87,11.9,13.7,4.2,54.5,4.9,180.0,0.2
0.88,12.1,13.8,4.7,53.7,2.2,176.0,0.2
0.92,13.7,14.8,4.5,52.1,7.7,205.0,0.1
0.8,11.7,14.6,6.5,51.8,3.2,173.0,0.1
0.94,13.3,14.1,3.3,51.8,2.8,192.0,0.1
0.79,12.0,15.2,4.9,50.8,1.1,173.0,0.1
0.88,13.2,15.1,4.0,50.6,4.3,197.0,0.1
0.99,14.5,14.7,4.3,50.4,11.3,213.0,0.1
0.78,11.1,14.3,5.8,50.2,15.1,163.0,0.1
0.91,13.4,14.8,3.8,50.1,7.0,199.0,0.1
0.83,12.0,14.4,4.6,49.8,5.7,175.0,0.1
0.8,11.7,14.7,5.9,49.3,5.4,174.0,0.1
0.81,12.0,14.8,7.5,49.1,3.2,180.0,0.1
0.87,12.6,14.6,4.3,49.0,6.1,186.0,0.1
0.83,12.0,14.4,5.2,48.6,2.8,179.0,0.1
0.86,12.4,14.5,4.9,48.4,1.0,183.0,0.1
0.9,13.2,14.6,4.1,48.3,4.7,196.0,0.1
0.83,12.0,14.5,4.6,46.5,5.6,178.0,0.1
0.86,12.7,14.8,3.9,46.3,5.4,186.0,0.1
0.87,11.8,13.6,4.1,46.1,0.6,177.0,0.1
0.91,12.4,13.7,4.4,54.2,5.2,184.0,0.2
0.86,12.0,14.0,4.9,51.4,2.7,176.0,0.2
0.78,10.9,13.9,6.2,51.2,14.8,163.0,0.1
0.85,12.6,14.8,5.5,50.4,1.9,184.0,0.1
0.86,12.3,14.2,5.9,50.2,4.1,183.0,0.1
0.92,13.4,14.6,4.9,50.2,8.0,205.0,0.1
0.79,11.4,14.5,6.0,50.1,5.6,172.0,0.1
0.88,13.1,14.9,4.1,50.1,4.4,196.0,0.1
1.01,14.6,14.5,4.6,50.1,11.3,216.0,0.1
0.78,11.4,14.6,7.7,49.6,3.0,176.0,0.1
0.88,12.7,14.4,3.4,49.3,2.5,182.0,0.1
0.81,11.9,14.7,5.2,49.1,1.3,174.0,0.1
0.85,12.3,14.4,4.7,48.7,5.6,182.0,0.1
0.81,11.6,14.4,6.9,48.7,3.7,174.0,0.1
0.81,11.5,14.3,4.9,48.6,4.3,174.0,0.1
0.92,13.2,14.3,4.3,48.2,4.8,198.0,0.1
0.82,11.7,14.3,4.9,47.6,4.8,174.0,0.1
0.89,13.1,14.7,3.9,47.3,6.2,194.0,0.1
0.86,12.5,14.6,4.1,46.2,5.3,185.0,0.1
0.8,11.7,14.7,4.5,41.1,0.6,172.0,0.2
0.9,12.0,13.3,4.4,55.5,4.9,181.0,0.2
0.86,12.8,14.8,5.8,51.0,1.1,187.0,0.1
0.8,11.5,14.4,6.0,50.9,6.1,172.0,0.1
0.87,11.8,13.6,4.7,50.6,2.9,172.0,0.2
0.79,11.6,14.7,7.4,50.0,3.0,176.0,0.1
0.78,10.9,14.0,6.2,50.0,15.0,162.0,0.1
0.99,14.5,14.6,4.6,49.6,11.8,214.0,0.1
0.84,11.9,14.2,5.1,49.5,4.9,178.0,0.1
0.94,13.7,14.6,4.9,49.4,7.5,210.0,0.1
0.82,11.7,14.2,7.1,49.2,3.3,175.0,0.1
0.91,12.9,14.2,3.6,48.9,3.0,186.0,0.1
0.83,12.1,14.6,5.2,48.8,1.5,178.0,0.1
0.88,12.8,14.6,4.1,48.7,5.6,188.0,0.1
0.89,13.1,14.8,3.8,48.5,6.3,194.0,0.1
0.82,11.6,14.2,4.9,48.0,4.5,177.0,0.1
0.83,12.2,14.7,4.8,47.8,5.6,179.0,0.1
0.83,11.9,14.4,6.1,47.7,3.4,180.0,0.1
0.87,13.0,14.9,4.0,47.6,4.2,195.0,0.1
0.92,12.4,13.5,4.7,47.2,0.8,182.0,0.2
0.92,13.4,14.5,4.4,46.9,4.7,199.0,0.1
0.93,12.8,13.8,4.4,52.3,6.0,190.0,0.2
0.96,14.4,15.0,5.0,50.4,7.6,218.0,0.1
0.91,13.1,14.5,6.5,50.2,4.1,194.0,0.1
0.83,11.8,14.4,6.5,50.1,14.3,173.0,0.1
1.06,15.7,14.9,4.6,50.0,11.8,229.0,0.1
0.89,13.2,14.9,5.7,49.7,1.6,194.0,0.1
0.94,13.3,14.2,5.1,49.7,0.8,192.0,0.1
0.91,12.9,14.1,4.9,49.3,3.1,185.0,0.2
0.98,14.4,14.8,4.5,49.2,4.2,212.0,0.1
0.84,12.3,14.6,7.3,49.1,3.7,182.0,0.1
0.85,12.5,14.7,6.1,49.1,5.4,183.0,0.1
0.89,12.8,14.4,5.1,49.1,4.7,187.0,0.1
0.91,13.6,14.8,5.2,49.0,6.6,195.0,0.1
0.88,12.7,14.5,5.1,49.0,4.8,187.0,0.1
0.96,14.6,15.1,4.0,48.5,6.2,213.0,0.1
0.91,14.1,15.5,4.2,48.4,3.7,207.0,0.1
0.96,13.9,14.5,3.5,48.1,2.7,199.0,0.1
0.84,12.5,15.0,7.8,47.3,3.3,187.0,0.1
0.91,13.6,15.0,4.2,46.9,4.1,197.0,0.1
0.83,12.4,14.9,5.3,46.4,1.2,181.0,0.1
0.92,12.9,13.9,4.3,51.4,5.8,190.0,0.2
0.94,13.4,14.2,5.1,50.7,0.9,193.0,0.1
0.97,14.7,15.1,5.1,50.5,8.3,223.0,0.1
1.05,15.6,14.9,4.6,50.3,11.6,227.0,0.1
0.83,11.9,14.4,6.8,49.9,14.7,174.0,0.1
0.9,13.4,14.9,5.6,49.7,1.7,196.0,0.1
0.96,14.6,15.2,4.0,49.4,6.2,212.0,0.1
0.93,13.8,14.9,5.1,49.2,7.0,198.0,0.1
0.85,12.5,14.7,7.5,48.9,4.0,183.0,0.1
0.97,14.4,14.8,4.6,48.9,4.3,212.0,0.1
0.9,13.2,14.6,6.5,48.9,4.0,196.0,0.1
0.93,13.1,14.1,4.9,48.7,3.6,187.0,0.2
0.87,12.8,14.6,5.0,48.6,4.2,188.0,0.1
0.9,13.9,15.5,4.2,48.1,3.5,204.0,0.1
0.84,12.5,14.9,5.9,48.0,5.3,182.0,0.1
0.87,12.6,14.5,4.9,47.7,4.0,186.0,0.1
0.92,13.7,15.0,4.2,47.5,4.0,198.0,0.1
0.84,12.5,15.0,7.8,47.3,3.4,188.0,0.1
0.93,13.5,14.6,3.5,46.2,2.3,195.0,0.1
0.83,12.4,14.9,5.1,45.1,1.2,182.0,0.1
0.95,13.0,13.7,4.5,52.7,7.5,193.0,0.2
0.97,14.6,15.0,5.4,51.1,8.1,222.0,0.1
0.95,13.4,14.1,5.6,50.9,0.9,192.0,0.1
0.9,13.1,14.5,7.1,50.7,4.3,194.0,0.1
0.83,11.9,14.3,6.7,50.1,13.8,173.0,0.1
0.9,12.9,14.4,5.4,49.8,5.5,191.0,0.1
1.03,15.5,15.1,4.7,49.6,11.6,225.0,0.1
0.98,14.4,14.8,4.6,49.5,4.2,212.0,0.1
0.84,12.4,14.7,6.2,49.4,5.3,182.0,0.1
0.88,13.2,15.0,5.8,49.3,1.4,194.0,0.1
0.89,12.9,14.5,5.2,49.1,3.8,189.0,0.1
0.82,12.0,14.6,7.6,48.8,3.6,178.0,0.1
0.96,14.0,14.7,3.6,48.8,2.5,201.0,0.1
0.91,12.8,14.1,5.1,48.8,3.0,183.0,0.2
0.91,13.5,14.8,5.6,48.5,6.8,194.0,0.1
0.95,14.5,15.2,3.9,48.0,6.2,211.0,0.1
0.84,12.5,15.0,7.7,46.4,3.2,186.0,0.1
0.9,14.0,15.6,4.2,46.4,3.3,204.0,0.1
0.91,13.6,15.0,4.2,46.0,3.9,197.0,0.1
0.82,12.3,15.0,5.3,44.8,1.1,178.0,0.1
0.91,12.6,13.9,4.2,52.0,5.8,187.0,0.2
0.91,13.2,14.5,6.6,51.4,4.3,193.0,0.1
0.97,14.5,15.0,4.8,50.5,7.5,217.0,0.1
0.83,12.0,14.4,6.4,50.2,14.3,175.0,0.1
0.88,13.2,15.0,5.6,50.2,1.5,193.0,0.1
1.05,15.8,15.0,4.5,49.9,11.9,228.0,0.1
0.92,13.6,14.8,5.2,49.7,7.5,194.0,0.1
0.85,12.4,14.6,7.0,49.4,3.8,182.0,0.1
0.85,12.6,14.8,6.1,49.3,5.2,184.0,0.1
0.92,13.0,14.2,4.9,49.2,3.2,186.0,0.1
0.96,13.8,14.5,3.4,48.9,2.7,197.0,0.1
0.92,14.2,15.5,4.1,48.8,3.6,207.0,0.1
0.88,12.8,14.6,5.0,48.8,4.9,188.0,0.1
0.96,14.7,15.2,3.9,48.3,6.4,212.0,0.1
0.98,14.6,14.9,4.4,48.3,4.2,213.0,0.1
0.92,13.2,14.3,5.1,48.2,0.9,190.0,0.1
0.88,12.8,14.5,5.0,47.7,3.7,187.0,0.1
0.84,12.5,14.9,5.2,47.2,1.1,182.0,0.1
0.83,12.5,15.1,7.9,46.4,3.3,187.0,0.1
0.9,13.6,15.1,4.1,46.2,4.1,196.0,0.1
0.92,12.7,13.8,4.2,52.0,5.4,190.0,0.2
0.9,13.0,14.4,5.1,50.8,6.6,188.0,0.1
1.06,15.9,15.0,4.4,50.1,11.9,230.0,0.1
0.82,11.9,14.4,6.2,50.1,14.8,173.0,0.1
0.97,13.7,14.2,4.4,49.7,0.6,195.0,0.1
0.87,12.7,14.5,4.9,49.6,6.0,186.0,0.1
0.85,12.6,14.8,6.1,49.6,5.0,185.0,0.1
0.98,14.8,15.1,3.9,49.4,6.7,216.0,0.1
0.91,12.9,14.1,4.7,49.4,2.5,185.0,0.2
0.93,13.8,14.9,4.7,49.4,6.4,199.0,0.1
0.95,14.2,15.0,4.6,49.3,7.2,213.0,0.1
0.88,13.0,14.8,5.4,49.2,1.1,192.0,0.1
0.92,14.3,15.5,4.1,49.2,3.6,209.0,0.1
0.85,12.7,15.0,7.9,49.0,3.5,189.0,0.1
0.96,14.2,14.8,4.2,48.7,4.0,208.0,0.1
0.98,14.1,14.4,3.4,48.6,2.8,201.0,0.1
0.89,13.1,14.6,5.7,48.5,3.2,193.0,0.1
0.84,12.3,14.7,6.8,48.5,3.3,181.0,0.1
0.91,13.7,15.0,4.0,47.5,4.2,197.0,0.1
0.83,12.4,15.0,5.2,46.1,1.1,181.0,0.1
0.92,12.6,13.7,4.4,52.2,6.0,189.0,0.2
0.96,14.3,14.9,5.0,50.8,7.5,217.0,0.1
0.91,13.1,14.3,6.4,50.8,4.8,194.0,0.1
0.82,11.7,14.2,6.6,50.2,14.1,172.0,0.1
0.85,12.3,14.5,7.1,49.8,3.9,182.0,0.1
1.08,15.9,14.8,4.7,49.8,11.8,232.0,0.1
0.89,13.2,14.9,5.8,49.7,2.7,194.0,0.1
0.99,14.4,14.6,4.5,49.5,4.2,212.0,0.1
0.91,12.9,14.1,4.9,49.2,3.1,186.0,0.2
0.93,14.3,15.4,4.3,49.1,4.2,209.0,0.1
0.88,12.7,14.4,5.1,49.0,4.7,186.0,0.1
0.84,12.4,14.8,8.0,48.3,3.2,187.0,0.1
0.84,12.4,14.7,6.2,48.2,5.2,183.0,0.1
0.9,13.3,14.8,5.1,47.8,5.9,192.0,0.1
0.96,14.5,15.0,4.0,47.8,5.9,213.0,0.1
0.96,14.0,14.6,3.6,47.7,2.7,199.0,0.1
0.91,13.1,14.3,4.8,47.5,0.7,188.0,0.1
0.9,13.4,14.8,4.3,47.5,4.1,195.0,0.1
0.86,12.5,14.5,5.1,47.5,4.1,185.0,0.1
0.84,12.5,14.8,5.3,46.3,1.3,181.0,0.1
0.93,12.6,13.5,4.5,53.7,5.4,190.0,0.2
0.96,13.4,13.9,5.2,50.5,1.0,193.0,0.2
0.91,12.7,14.0,5.0,50.3,3.5,183.0,0.2
0.9,12.9,14.3,6.6,50.3,3.9,193.0,0.1
0.99,14.5,14.7,4.6,50.2,4.3,213.0,0.1
0.85,12.5,14.7,6.2,50.2,6.1,184.0,0.1
0.96,14.3,14.9,5.1,50.1,7.1,217.0,0.1
0.82,11.7,14.3,6.6,50.0,14.4,171.0,0.1
1.07,15.7,14.8,4.7,50.0,11.9,230.0,0.1
0.88,13.2,14.9,5.7,49.6,1.3,193.0,0.1
0.85,12.4,14.5,7.5,49.4,3.7,183.0,0.1
0.9,13.2,14.7,5.1,49.2,5.7,192.0,0.1
0.88,12.7,14.3,5.5,49.0,5.4,187.0,0.1
0.87,12.6,14.4,5.2,48.9,4.4,186.0,0.1
0.83,12.3,14.8,5.6,48.4,1.6,180.0,0.1
0.92,14.1,15.4,4.3,48.4,3.8,208.0,0.1
0.96,14.4,15.0,4.1,48.2,6.0,211.0,0.1
0.97,13.9,14.3,3.6,48.1,3.2,198.0,0.1
0.91,13.6,15.0,4.3,46.6,4.3,198.0,0.1
0.83,12.4,15.0,7.8,46.3,3.4,187.0,0.1
0.95,13.2,13.9,4.3,51.3,6.4,194.0,0.2
0.92,13.5,14.6,7.0,50.2,4.6,198.0,0.1
0.85,12.3,14.4,6.7,50.0,13.7,179.0,0.1
0.99,15.0,15.2,5.0,50.0,7.5,226.0,0.1
1.08,16.3,15.1,4.6,49.9,12.2,236.0,0.1
0.91,13.7,15.1,5.8,49.7,1.9,199.0,0.1
1.02,15.2,14.9,4.6,49.4,4.0,221.0,0.1
0.92,13.3,14.5,5.3,49.4,4.7,193.0,0.1
0.88,13.0,14.8,6.1,49.2,5.3,189.0,0.1
0.91,13.2,14.5,5.2,49.0,4.7,194.0,0.1
0.87,12.9,14.8,7.4,48.9,3.9,188.0,0.1
0.94,14.0,14.9,5.5,48.9,6.8,200.0,0.1
0.94,13.3,14.2,4.9,48.9,3.2,190.0,0.2
0.96,13.9,14.4,5.4,48.7,1.0,197.0,0.1
1.01,15.4,15.3,4.0,48.7,6.5,223.0,0.1
0.95,14.8,15.6,4.2,48.5,3.3,215.0,0.1
1.0,14.5,14.5,3.4,47.8,2.8,206.0,0.1
0.86,12.8,14.9,5.5,47.7,1.1,186.0,0.1
0.94,14.2,15.1,4.2,46.6,3.2,204.0,0.1
0.85,12.9,15.1,7.9,46.6,3.3,191.0,0.1
0.96,13.4,14.0,4.2,51.3,6.2,196.0,0.2
0.93,13.8,14.8,7.0,50.7,4.7,201.0,0.1
0.95,13.5,14.2,5.0,50.7,3.7,191.0,0.2
1.0,15.3,15.3,5.2,50.0,8.5,230.0,0.1
0.86,12.4,14.4,6.9,49.9,14.1,180.0,0.1
0.96,13.9,14.5,5.5,49.9,1.0,197.0,0.1
0.93,14.1,15.2,5.8,49.6,1.8,203.0,0.1
0.92,13.4,14.6,5.1,49.5,3.9,193.0,0.1
1.08,16.3,15.2,4.7,49.4,12.0,235.0,0.1
1.01,15.2,15.1,4.6,49.0,4.1,220.0,0.1
0.87,13.0,14.9,7.7,48.9,4.4,189.0,0.1
0.94,14.2,15.1,5.5,48.8,7.3,202.0,0.1
0.88,13.0,14.9,5.9,48.1,5.1,189.0,0.1
0.9,13.2,14.6,5.1,48.0,3.9,194.0,0.1
0.93,14.6,15.8,4.2,47.9,3.1,212.0,0.1
0.99,15.3,15.4,4.0,47.8,6.3,221.0,0.1
0.95,14.4,15.2,4.3,47.4,3.2,205.0,0.1
1.0,14.7,14.7,3.5,47.4,2.4,207.0,0.1
0.85,12.9,15.2,7.9,47.0,3.4,192.0,0.1
0.85,12.8,15.2,5.3,46.6,1.0,185.0,0.1
1.0,15.1,15.1,5.4,51.7,7.8,229.0,0.1
0.93,13.6,14.6,7.6,50.9,4.8,200.0,0.1
0.97,13.4,13.8,4.4,50.8,8.5,197.0,0.2
