KD,Kill,Death,Assistant,WinRate,PickRate,AvgScore,FirstBloodRate
1.16,18.0,15.5,4.5,49.6,11.4,247.0,0.1
1.01,16.5,16.3,4.4,49.6,3.0,232.0,0.1
1.01,14.9,14.7,4.8,49.3,6.0,202.0,0.1
0.97,14.6,15.0,6.4,49.3,5.1,202.0,0.1
0.94,14.3,15.3,7.1,49.0,10.9,198.0,0.1
0.95,14.4,15.1,7.1,48.9,2.1,199.0,0.1
1.09,16.3,15.0,2.9,48.1,2.9,220.0,0.1
1.02,14.9,14.6,6.5,47.9,1.1,208.0,0.1
0.99,14.8,15.0,5.4,47.8,1.0,206.0,0.1
0.93,14.5,15.5,9.2,47.5,2.9,206.0,0.1
0.97,14.6,15.1,7.0,47.1,1.8,204.0,0.1
1.02,15.8,15.6,4.5,45.3,1.0,220.0,0.1
0.93,14.0,15.0,6.1,43.9,0.6,195.0,0.1
0.95,14.3,15.1,8.9,52.1,3.5,203.0,0.1
1.13,17.5,15.6,5.1,52.1,5.1,245.0,0.1
0.93,13.9,14.9,7.2,51.5,7.6,192.0,0.1
0.97,14.7,15.2,6.6,50.6,10.9,202.0,0.1
1.03,15.1,14.6,6.8,50.5,4.7,205.0,0.2
1.02,14.7,14.4,3.9,50.4,3.6,203.0,0.2
1.05,17.0,16.1,5.0,50.3,5.5,243.0,0.1
0.96,14.7,15.3,7.5,49.6,2.9,204.0,0.1
1.14,18.0,15.7,4.5,49.4,12.5,249.0,0.1
1.01,14.9,14.7,4.7,49.3,7.5,202.0,0.2
1.0,14.7,14.7,6.0,49.3,7.9,206.0,0.2
1.07,17.2,16.0,3.8,49.0,11.8,237.0,0.1
1.0,14.9,14.9,5.7,48.7,2.0,209.0,0.1
0.97,14.6,15.1,6.8,48.1,2.1,205.0,0.1
1.0,16.5,16.5,4.3,47.3,1.6,230.0,0.1
1.0,16.0,16.0,4.3,47.0,1.3,220.0,0.1
1.09,16.3,14.9,2.9,47.0,3.2,219.0,0.1
0.91,13.8,15.2,6.2,45.8,1.5,193.0,0.1
0.93,14.5,15.6,7.1,45.4,1.1,203.0,0.1
0.92,14.4,15.7,8.9,44.9,3.5,206.0,0.1
0.99,14.7,15.0,9.4,51.4,5.3,208.0,0.1
0.95,14.3,15.0,7.2,51.2,8.0,197.0,0.1
1.03,14.8,14.4,3.8,51.0,5.9,204.0,0.2
1.04,15.2,14.6,7.2,50.9,2.5,208.0,0.2
1.01,15.0,14.8,5.9,50.7,5.0,207.0,0.2
1.1,17.3,15.7,4.9,50.3,3.2,241.0,0.1
1.05,16.9,16.1,4.9,50.2,7.5,242.0,0.1
1.0,14.8,14.8,5.9,50.0,5.8,205.0,0.2
1.13,17.8,15.8,4.5,49.8,11.7,245.0,0.1
0.94,14.4,15.3,7.3,49.6,3.2,199.0,0.1
0.97,14.7,15.2,6.6,49.6,5.6,202.0,0.1
1.08,17.4,16.1,3.7,49.4,13.2,239.0,0.1
0.95,14.7,15.4,7.5,49.4,2.8,202.0,0.1
1.01,14.9,14.8,4.7,49.2,5.8,201.0,0.2
1.03,16.2,15.8,4.4,48.3,1.0,221.0,0.1
0.98,15.0,15.2,8.0,48.1,6.2,205.0,0.1
0.99,16.4,16.6,4.3,47.9,1.2,228.0,0.1
1.09,16.4,15.1,2.9,47.9,2.4,220.0,0.1
0.93,14.7,15.7,9.3,46.4,3.2,207.0,0.1
0.91,14.1,15.5,6.3,43.6,0.6,194.0,0.1
1.11,17.4,15.7,4.8,52.4,2.1,241.0,0.1
0.98,14.7,15.0,7.6,51.6,12.3,203.0,0.1
1.01,15.3,15.1,5.6,51.4,1.8,210.0,0.1
0.99,15.0,15.2,9.4,50.3,4.8,212.0,0.1
1.06,15.5,14.6,6.9,49.9,3.4,211.0,0.2
1.01,14.9,14.8,5.7,49.9,1.8,207.0,0.2
1.05,17.2,16.3,5.1,49.8,12.8,246.0,0.1
1.04,15.1,14.5,3.8,49.5,5.4,208.0,0.2
1.14,18.0,15.9,4.5,49.5,10.1,246.0,0.1
1.02,15.0,14.8,4.7,49.2,7.0,201.0,0.2
0.96,14.7,15.2,7.6,49.1,4.5,202.0,0.1
1.01,15.3,15.2,7.7,48.8,9.2,209.0,0.1
1.07,17.5,16.3,3.7,48.6,10.3,239.0,0.1
0.95,14.4,15.2,7.5,48.6,2.7,200.0,0.1
1.08,16.6,15.4,3.0,48.5,1.7,223.0,0.1
0.98,14.9,15.3,6.3,48.4,4.7,203.0,0.1
1.03,16.0,15.6,4.3,47.2,0.9,218.0,0.1
0.99,16.2,16.4,4.2,47.1,0.8,227.0,0.1
0.97,14.9,15.4,6.1,46.5,0.4,203.0,0.1
0.94,14.8,15.8,9.2,45.6,3.3,208.0,0.1
0.99,14.8,15.0,10.2,52.1,5.5,209.0,0.1
1.01,15.9,15.7,4.5,51.9,0.8,216.0,0.1
0.97,14.8,15.3,7.8,51.1,2.3,204.0,0.1
1.09,17.3,15.9,5.1,50.8,3.7,240.0,0.1
1.03,15.2,14.7,8.1,50.4,2.8,207.0,0.2
0.95,14.3,15.0,7.2,50.2,5.1,196.0,0.1
1.02,14.6,14.4,3.9,50.2,9.6,202.0,0.2
0.91,14.1,15.5,7.2,50.1,0.9,197.0,0.1
1.02,14.9,14.7,6.4,49.9,10.4,208.0,0.2
0.97,14.6,15.1,6.8,49.7,4.2,201.0,0.1
1.04,16.7,16.1,5.1,49.6,5.7,239.0,0.1
1.01,14.9,14.9,5.0,49.3,4.8,199.0,0.2
1.11,17.5,15.8,4.6,49.3,11.9,241.0,0.1
1.07,17.3,16.1,3.7,48.7,14.8,237.0,0.1
0.97,14.8,15.2,9.0,48.5,10.3,203.0,0.1
0.95,14.7,15.5,9.4,47.7,4.0,208.0,0.1
1.08,16.4,15.2,2.9,47.5,2.1,220.0,0.1
1.01,15.5,15.3,6.5,47.4,0.4,209.0,0.1
1.0,16.4,16.3,4.3,44.8,0.6,226.0,0.1
0.9,14.2,15.7,6.3,40.7,0.2,192.0,0.2
1.02,14.7,14.4,3.6,52.8,5.3,202.0,0.2
1.02,14.8,14.5,6.1,51.8,0.4,209.0,0.2
0.97,14.6,15.0,9.6,51.4,5.1,207.0,0.1
0.97,14.5,15.0,7.0,51.4,6.6,200.0,0.1
1.06,16.8,15.9,4.8,51.2,5.8,240.0,0.1
1.0,14.7,14.7,6.0,50.7,7.7,205.0,0.2
1.03,16.2,15.8,4.7,50.7,0.9,223.0,0.1
1.03,15.0,14.7,7.3,50.7,2.1,204.0,0.2
1.11,17.4,15.7,4.8,50.7,4.5,242.0,0.1
0.96,14.5,15.1,6.9,50.5,5.3,200.0,0.1
0.91,14.2,15.6,6.3,50.2,0.3,198.0,0.1
1.01,14.9,14.8,4.7,49.9,6.6,201.0,0.2
0.97,16.0,16.6,4.4,49.7,0.9,222.0,0.1
0.95,14.6,15.3,7.5,49.3,3.9,202.0,0.1
1.12,17.8,15.9,4.6,49.2,11.9,244.0,0.1
0.95,14.7,15.5,7.6,49.2,2.3,202.0,0.1
1.06,17.1,16.1,3.6,49.1,14.2,235.0,0.1
1.07,16.3,15.2,2.9,48.4,2.4,217.0,0.1
0.97,14.8,15.2,8.1,47.7,11.5,204.0,0.1
0.91,14.4,15.8,9.6,46.9,2.2,205.0,0.1
1.02,15.1,14.8,5.8,51.7,14.9,208.0,0.2
0.97,14.8,15.2,6.4,50.8,2.7,203.0,0.1
0.94,14.0,15.0,7.0,50.8,11.4,192.0,0.1
1.1,17.9,16.4,3.8,50.6,15.3,247.0,0.1
1.04,14.9,14.4,3.5,50.5,4.9,206.0,0.2
1.03,15.3,14.8,5.4,50.3,0.3,209.0,0.2
1.12,18.0,16.0,4.2,49.8,13.3,248.0,0.1
0.99,14.7,14.9,5.5,49.6,12.3,202.0,0.2
1.09,17.3,15.8,4.3,49.5,1.6,238.0,0.1
1.1,16.4,15.0,2.8,48.4,2.8,222.0,0.1
1.01,16.5,16.3,4.1,48.3,1.0,221.0,0.1
1.03,16.9,16.5,4.7,48.0,6.6,239.0,0.1
0.96,14.7,15.3,7.6,47.8,1.1,204.0,0.1
0.94,14.5,15.4,7.4,47.6,1.6,202.0,0.1
0.97,16.2,16.7,4.2,47.3,0.9,228.0,0.1
0.97,15.3,15.8,6.3,46.9,2.7,208.0,0.1
0.94,14.8,15.7,9.4,46.2,3.5,209.0,0.1
0.93,14.5,15.6,6.0,45.7,0.6,198.0,0.1
0.97,14.5,15.0,4.1,45.6,2.1,196.0,0.1
0.87,14.0,16.1,6.5,42.6,0.4,195.0,0.1
0.99,14.6,14.8,9.1,54.5,3.3,207.0,0.2
1.05,15.3,14.5,7.0,52.3,5.1,208.0,0.2
1.06,16.9,15.9,4.9,52.0,5.7,243.0,0.1
0.94,14.0,14.9,7.2,51.8,7.2,194.0,0.1
1.01,14.8,14.6,5.7,51.3,1.7,207.0,0.2
1.02,14.6,14.3,4.0,50.7,3.5,203.0,0.2
1.12,17.5,15.6,5.1,50.5,5.4,245.0,0.1
1.01,14.8,14.7,4.7,50.2,8.2,201.0,0.2
1.01,14.9,14.8,6.1,50.1,8.2,207.0,0.1
0.97,14.7,15.2,6.6,50.0,11.4,202.0,0.1
0.98,16.3,16.6,4.3,49.8,1.4,227.0,0.1
1.13,17.8,15.8,4.5,49.2,12.0,246.0,0.1
1.07,17.2,16.1,3.7,49.2,12.5,236.0,0.1
1.09,16.3,14.9,2.9,48.6,2.9,220.0,0.1
0.91,14.4,15.7,7.3,48.4,0.9,198.0,0.1
0.94,14.7,15.5,7.4,48.1,2.7,202.0,0.1
0.96,14.6,15.2,7.1,47.4,1.6,202.0,0.1
1.04,16.4,15.8,4.5,47.0,1.4,226.0,0.1
0.92,14.5,15.8,9.0,46.1,3.4,205.0,0.1
0.88,13.7,15.5,6.4,41.9,1.6,190.0,0.1
1.03,14.9,14.4,3.8,51.1,5.9,204.0,0.2
0.96,14.4,15.0,7.2,51.0,7.6,198.0,0.1
1.11,17.3,15.7,4.9,50.9,3.3,240.0,0.1
0.99,14.8,15.0,9.6,50.9,5.0,208.0,0.1
1.05,16.9,16.1,4.9,50.6,7.5,241.0,0.1
1.13,17.8,15.8,4.4,50.5,11.7,244.0,0.1
1.01,15.0,14.9,5.9,49.7,4.9,207.0,0.2
0.97,14.8,15.2,6.6,49.7,5.6,202.0,0.1
1.0,14.8,14.8,5.8,49.4,6.0,205.0,0.2
1.03,15.2,14.8,7.3,49.4,2.7,205.0,0.2
0.96,14.8,15.4,7.6,49.3,2.5,203.0,0.1
1.08,17.4,16.2,3.7,49.0,14.0,238.0,0.1
0.99,15.0,15.2,8.3,48.8,5.9,206.0,0.1
1.0,16.4,16.5,4.2,48.2,1.2,229.0,0.1
1.01,14.9,14.8,4.7,48.1,6.2,200.0,0.1
0.94,14.4,15.4,7.4,47.8,3.2,199.0,0.1
1.08,16.5,15.2,2.8,47.5,2.2,220.0,0.1
1.02,16.0,15.7,4.4,47.5,1.0,221.0,0.1
0.93,14.6,15.7,9.3,45.2,3.1,206.0,0.1
0.91,13.9,15.3,6.4,44.0,0.5,194.0,0.1
1.05,15.0,14.3,3.7,52.1,5.4,208.0,0.2
1.0,15.1,15.2,9.6,52.1,4.7,212.0,0.1
0.97,14.7,15.2,7.6,51.2,12.3,202.0,0.1
1.05,17.2,16.3,5.0,50.7,13.5,246.0,0.1
1.13,17.8,15.8,4.4,50.3,9.8,243.0,0.1
1.02,15.3,14.9,5.9,50.3,1.4,210.0,0.1
0.97,14.9,15.3,7.7,50.1,4.5,204.0,0.1
1.09,17.1,15.7,4.7,49.9,2.0,238.0,0.1
1.04,15.4,14.8,7.2,49.5,3.8,207.0,0.2
1.07,17.5,16.3,3.8,49.0,10.6,240.0,0.1
1.0,15.2,15.2,7.9,48.8,9.0,208.0,0.1
0.97,14.9,15.3,6.4,48.7,4.8,203.0,0.1
1.02,15.9,15.6,4.6,48.5,0.9,219.0,0.1
0.98,14.9,15.2,5.4,48.2,1.4,209.0,0.1
0.95,14.7,15.4,7.6,47.9,3.0,201.0,0.1
1.0,16.4,16.4,4.3,46.5,0.6,228.0,0.1
1.0,14.9,14.8,4.5,46.5,7.1,199.0,0.2
0.93,14.5,15.7,9.1,46.1,3.4,204.0,0.1
1.11,16.7,15.1,2.9,45.5,1.6,225.0,0.1
0.86,13.3,15.4,6.1,44.5,0.4,186.0,0.1
0.96,14.4,15.1,7.5,54.7,0.7,204.0,0.1
1.12,17.5,15.6,5.0,52.8,3.7,243.0,0.1
0.98,14.6,14.9,7.1,52.8,4.5,201.0,0.1
0.98,14.7,15.1,10.6,51.7,5.1,207.0,0.1
1.03,16.0,15.5,4.7,51.4,0.8,221.0,0.1
1.02,14.9,14.7,6.4,51.1,10.9,206.0,0.2
1.03,16.4,16.0,5.2,50.1,5.4,238.0,0.1
0.99,14.6,14.7,4.9,49.8,4.9,197.0,0.2
1.07,17.4,16.2,3.7,49.7,16.0,237.0,0.1
0.95,14.9,15.6,7.7,49.3,2.0,204.0,0.1
1.11,17.6,15.9,4.5,49.3,12.0,240.0,0.1
1.02,14.7,14.4,3.9,49.2,9.5,203.0,0.2
0.98,14.8,15.1,9.1,49.0,10.3,203.0,0.1
0.99,14.9,15.1,6.8,48.3,4.2,202.0,0.2
1.03,15.5,15.0,8.4,47.6,2.9,208.0,0.1
1.06,16.2,15.3,2.7,46.6,1.9,217.0,0.1
0.94,15.4,16.4,4.1,45.4,0.5,219.0,0.1
0.96,15.4,16.0,6.2,45.3,0.4,205.0,0.1
0.92,14.5,15.8,9.6,44.4,4.0,203.0,0.1
0.85,13.2,15.4,7.0,40.1,0.2,192.0,0.1
1.01,15.1,15.0,9.6,53.5,4.7,211.0,0.1
1.02,14.9,14.6,3.7,51.8,5.5,203.0,0.2
1.06,16.8,15.8,4.7,51.7,5.7,241.0,0.1
0.94,14.6,15.5,6.7,51.6,0.3,202.0,0.1
0.98,14.7,15.0,7.2,51.4,5.8,201.0,0.1
1.11,17.3,15.6,4.8,51.2,4.9,240.0,0.1
0.97,14.7,15.3,7.4,50.1,3.5,202.0,0.1
1.1,17.5,15.9,4.5,50.0,11.8,240.0,0.1
1.0,16.3,16.3,3.9,49.4,0.8,229.0,0.1
0.99,15.0,15.1,8.4,49.3,11.6,205.0,0.1
1.0,14.8,14.8,5.9,49.0,8.2,206.0,0.1
0.96,14.5,15.1,6.9,48.9,5.1,200.0,0.1
1.07,17.1,16.0,3.6,47.7,15.1,235.0,0.1
1.01,15.0,14.8,4.6,47.7,7.3,202.0,0.2
1.01,14.9,14.8,7.3,47.5,2.1,202.0,0.2
1.07,16.0,14.9,6.0,47.3,0.3,218.0,0.2
0.94,14.6,15.6,7.6,47.3,2.2,201.0,0.1
1.07,16.3,15.2,2.8,46.6,2.2,218.0,0.1
0.93,14.7,15.8,9.7,45.7,2.1,208.0,0.1
1.04,16.3,15.7,4.4,44.6,0.8,224.0,0.1
1.13,18.0,16.0,4.1,51.2,13.5,248.0,0.1
1.04,15.1,14.5,3.5,51.2,5.2,205.0,0.2
0.94,14.1,15.0,7.0,50.9,11.2,193.0,0.1
1.03,16.7,16.2,4.7,50.6,6.3,238.0,0.1
1.01,15.0,14.9,5.8,50.0,15.3,207.0,0.2
1.08,17.7,16.4,3.8,49.6,16.4,245.0,0.1
0.97,14.9,15.4,6.3,49.6,2.2,203.0,0.1
0.95,14.3,15.1,7.7,48.9,0.9,204.0,0.1
0.99,14.6,14.8,5.4,48.6,13.6,202.0,0.2
0.87,13.6,15.6,6.5,48.4,0.3,197.0,0.1
1.03,15.4,14.9,5.5,48.1,0.2,206.0,0.1
1.09,16.7,15.4,2.8,47.7,2.6,221.0,0.1
0.98,15.4,15.6,6.4,47.5,2.0,210.0,0.1
1.09,17.1,15.7,4.1,47.1,1.4,237.0,0.1
0.97,14.8,15.2,4.2,46.5,2.1,197.0,0.1
0.99,16.5,16.8,4.0,45.1,0.8,227.0,0.1
0.95,14.7,15.5,7.5,44.6,1.4,203.0,0.1
0.95,15.0,15.8,9.2,43.5,3.1,211.0,0.1
0.96,15.5,16.2,3.9,42.9,1.0,213.0,0.1
0.95,14.6,15.4,6.3,41.8,0.5,203.0,0.1
1.03,15.0,14.5,3.8,51.8,6.4,204.0,0.2
0.96,14.6,15.2,7.1,51.7,1.5,200.0,0.1
1.15,18.0,15.6,4.4,51.1,10.9,244.0,0.1
1.04,15.9,15.2,4.4,50.7,0.9,220.0,0.1
0.97,14.3,14.7,6.8,50.7,5.0,197.0,0.1
1.03,15.1,14.7,7.0,50.1,1.0,208.0,0.1
1.06,16.7,15.8,4.7,49.4,8.7,239.0,0.1
0.99,14.8,14.9,9.3,49.3,11.9,208.0,0.1
1.0,14.9,14.8,5.9,49.3,4.2,206.0,0.2
0.98,14.8,15.1,6.4,49.2,5.0,203.0,0.1
1.1,16.6,15.2,2.8,49.1,2.4,222.0,0.1
1.08,17.2,15.9,3.6,48.4,12.7,237.0,0.1
1.01,16.6,16.5,4.3,48.3,2.9,230.0,0.1
1.0,14.8,14.8,4.8,48.0,7.1,201.0,0.1
0.93,14.3,15.4,7.3,47.8,12.2,198.0,0.1
0.91,13.9,15.3,6.2,47.4,0.5,190.0,0.1
1.1,17.3,15.7,4.6,47.1,2.1,236.0,0.1
0.97,14.8,15.2,7.4,46.9,1.2,204.0,0.1
0.94,14.7,15.6,9.5,46.0,2.7,206.0,0.1
0.99,14.9,15.1,5.7,45.1,0.6,206.0,0.1
1.11,17.5,15.7,5.1,52.0,5.8,242.0,0.1
1.04,14.9,14.3,3.9,52.0,3.5,206.0,0.2
1.05,16.8,16.0,5.1,51.6,5.3,241.0,0.1
0.97,14.8,15.2,6.7,51.2,12.1,203.0,0.1
1.15,18.1,15.8,4.5,50.9,12.1,248.0,0.1
1.03,15.0,14.6,7.0,50.8,5.9,203.0,0.2
1.0,16.3,16.3,4.4,50.6,1.4,231.0,0.1
0.97,14.5,15.0,9.1,50.0,3.0,205.0,0.2
0.99,14.8,14.9,6.3,49.5,7.9,206.0,0.1
0.93,13.9,14.9,7.1,49.4,6.9,194.0,0.1
1.01,14.9,14.8,5.9,49.3,1.6,209.0,0.1
1.02,14.9,14.6,4.7,49.2,8.4,203.0,0.1
1.08,17.3,16.1,3.7,49.1,13.1,237.0,0.1
1.07,16.3,15.2,2.9,48.6,2.7,218.0,0.1
0.94,14.7,15.6,7.9,47.6,2.3,203.0,0.1
1.04,16.4,15.7,4.4,47.5,1.4,225.0,0.1
0.96,15.1,15.7,7.4,46.1,1.2,205.0,0.1
0.93,14.5,15.6,9.1,46.0,3.4,207.0,0.1
0.9,13.7,15.2,6.3,42.5,1.4,192.0,0.1
0.97,15.0,15.5,6.8,42.3,0.7,206.0,0.1
1.11,17.3,15.7,4.9,51.5,3.1,241.0,0.1
0.97,14.6,15.0,7.2,51.3,7.1,200.0,0.1
1.04,15.0,14.4,3.7,50.7,6.3,205.0,0.2
1.0,14.9,14.9,9.6,50.3,4.8,209.0,0.2
1.05,16.9,16.1,4.9,50.1,7.7,242.0,0.1
1.12,17.8,15.9,4.4,49.8,11.2,244.0,0.1
0.95,14.6,15.3,7.7,49.8,3.5,200.0,0.1
1.04,15.2,14.7,7.4,49.6,3.0,206.0,0.2
0.97,14.7,15.1,6.6,49.5,5.5,202.0,0.1
1.0,14.9,14.8,5.9,49.5,6.4,206.0,0.2
1.02,15.1,14.9,5.9,49.3,4.8,208.0,0.2
0.97,14.9,15.4,7.6,49.3,2.2,204.0,0.1
1.04,16.5,15.8,4.5,49.2,1.0,225.0,0.1
1.02,15.1,14.8,4.7,48.7,6.5,203.0,0.1
1.07,17.4,16.2,3.6,48.6,14.4,239.0,0.1
0.99,16.6,16.8,4.3,47.9,1.0,231.0,0.1
0.99,15.0,15.2,8.4,47.4,6.0,205.0,0.1
1.09,16.5,15.2,2.8,47.0,1.9,221.0,0.1
0.92,14.6,15.8,9.6,45.6,3.1,207.0,0.1
0.91,14.3,15.7,6.3,41.4,0.5,195.0,0.1
1.14,17.9,15.7,4.8,54.5,1.8,245.0,0.1
1.07,17.3,16.1,4.6,51.2,0.9,231.0,0.1
0.99,14.9,15.2,7.7,51.0,12.2,206.0,0.1
1.04,15.1,14.5,3.7,50.8,5.3,206.0,0.2
0.98,15.1,15.4,7.8,50.7,4.6,205.0,0.1
1.01,17.2,17.1,4.5,50.1,0.6,235.0,0.1
1.01,15.2,15.1,9.6,49.5,4.0,213.0,0.1
1.13,17.8,15.8,4.4,49.3,9.0,244.0,0.1
1.04,15.3,14.7,7.2,49.2,4.4,206.0,0.2
1.05,17.1,16.3,5.1,48.9,14.7,247.0,0.1
1.01,15.3,15.2,8.0,48.8,9.2,208.0,0.1
1.11,16.8,15.2,2.8,48.8,1.4,224.0,0.1
0.97,14.5,15.1,7.8,48.6,3.3,202.0,0.1
1.06,17.4,16.3,3.7,48.4,10.5,239.0,0.1
0.99,14.8,14.9,5.5,48.3,0.9,209.0,0.1
0.97,14.8,15.3,6.4,48.0,5.0,202.0,0.1
1.02,15.2,15.0,4.6,46.8,7.5,203.0,0.2
0.93,14.7,15.9,9.6,45.8,3.2,207.0,0.1
1.01,14.8,14.6,5.7,44.6,1.1,207.0,0.2
0.91,14.3,15.6,6.4,42.6,0.3,197.0,0.1
1.04,14.7,14.1,6.0,59.9,0.2,207.0,0.1
1.03,16.3,15.8,5.1,52.1,5.0,237.0,0.1
1.1,17.3,15.7,5.0,51.9,3.4,240.0,0.1
1.05,15.4,14.7,8.4,51.8,3.2,207.0,0.2
0.98,14.7,14.9,10.5,51.4,4.2,208.0,0.1
0.99,14.8,15.0,7.0,50.6,3.6,202.0,0.1
1.02,15.0,14.7,5.0,50.5,5.1,200.0,0.2
1.1,17.5,15.9,4.5,50.3,11.5,239.0,0.1
1.03,14.9,14.5,3.9,50.2,10.2,204.0,0.2
0.98,14.7,15.0,6.9,49.7,4.0,201.0,0.1
1.02,14.9,14.6,6.4,49.7,12.2,208.0,0.2
1.06,17.3,16.3,3.7,48.2,16.7,236.0,0.1
1.02,16.1,15.7,4.7,48.1,0.8,220.0,0.1
0.97,14.8,15.3,8.1,47.2,0.6,205.0,0.1
1.05,16.3,15.5,2.9,45.6,1.5,216.0,0.1
0.97,14.8,15.2,9.3,45.6,11.1,203.0,0.1
0.95,14.6,15.3,7.4,45.1,1.4,201.0,0.1
0.92,14.5,15.8,9.6,44.9,4.5,205.0,0.1
0.96,15.9,16.6,4.2,42.6,0.4,226.0,0.1
0.92,13.7,14.9,6.2,38.3,0.2,190.0,0.2
0.97,14.6,15.0,9.6,51.5,4.0,205.0,0.2
0.97,14.6,15.0,7.0,51.4,5.1,200.0,0.1
1.07,16.9,15.9,4.8,51.2,5.7,241.0,0.1
1.12,17.7,15.8,4.5,51.1,11.2,243.0,0.1
0.97,14.7,15.0,7.1,51.0,4.8,202.0,0.1
1.1,17.3,15.8,4.8,51.0,4.5,241.0,0.1
1.03,14.9,14.5,3.5,50.4,6.1,204.0,0.2
0.95,14.7,15.4,7.5,50.2,3.2,201.0,0.1
1.01,15.0,14.8,6.0,49.8,9.1,206.0,0.2
0.99,14.4,14.6,6.2,49.3,0.2,203.0,0.2
1.03,16.3,15.8,4.6,49.2,0.9,222.0,0.1
1.07,17.3,16.1,3.6,48.8,15.7,236.0,0.1
0.98,14.8,15.0,8.5,48.5,12.4,203.0,0.1
0.95,14.8,15.6,8.0,47.4,2.4,202.0,0.1
1.03,15.3,14.8,7.4,47.3,2.2,207.0,0.1
1.08,16.1,15.0,2.8,47.3,1.9,218.0,0.1
1.03,15.2,14.8,4.6,47.3,7.7,204.0,0.1
0.93,15.9,17.0,4.2,47.0,0.8,220.0,0.1
0.93,14.6,15.7,9.7,45.6,1.9,209.0,0.1
0.95,15.3,16.0,6.5,41.1,0.2,204.0,0.2
0.92,14.4,15.7,7.3,54.7,0.3,202.0,0.1
1.1,17.2,15.7,4.2,54.7,1.1,237.0,0.1
0.92,13.8,14.9,8.0,54.0,0.5,197.0,0.1
1.05,15.4,14.8,5.2,52.6,0.2,207.0,0.2
0.96,14.3,14.9,7.0,52.2,11.2,196.0,0.1
1.05,15.1,14.4,3.4,52.2,6.0,205.0,0.2
0.94,14.4,15.3,7.5,50.8,0.9,203.0,0.1
1.03,16.9,16.4,4.7,50.4,6.2,240.0,0.1
0.98,14.8,15.1,6.3,49.9,1.8,204.0,0.1
0.99,14.8,15.0,5.5,49.6,14.6,203.0,0.2
1.08,17.8,16.5,3.7,49.5,17.1,245.0,0.1
1.12,18.0,16.1,4.2,49.5,13.6,247.0,0.1
1.01,16.1,16.0,4.2,49.3,0.9,220.0,0.1
1.08,16.3,15.1,2.7,48.8,2.1,219.0,0.1
1.01,15.1,14.9,5.8,48.8,16.2,208.0,0.2
0.97,15.4,15.8,6.2,48.6,1.5,211.0,0.1
1.02,15.1,14.9,4.2,48.0,2.0,201.0,0.1
0.96,16.2,16.8,3.9,45.8,0.6,228.0,0.1
0.93,14.7,15.8,9.6,45.8,2.9,210.0,0.1
0.9,14.4,15.9,6.1,35.1,0.6,196.0,0.1
1.14,17.5,15.4,4.6,52.2,1.8,242.0,0.1
0.97,14.4,14.9,7.0,51.0,4.6,196.0,0.1
1.05,15.1,14.4,3.8,50.9,6.3,206.0,0.2
0.95,14.6,15.3,7.6,50.6,13.8,198.0,0.1
1.02,15.3,15.1,6.0,50.2,3.7,209.0,0.2
1.1,17.6,16.0,3.6,49.9,13.1,239.0,0.1
1.01,15.0,14.8,9.4,49.9,13.2,209.0,0.2
1.06,16.9,15.9,4.7,49.7,9.2,240.0,0.1
1.02,16.9,16.7,4.3,49.3,2.7,235.0,0.1
1.05,16.5,15.7,4.4,49.1,0.9,225.0,0.1
1.15,17.9,15.7,4.4,48.9,10.6,245.0,0.1
1.02,15.2,14.9,4.7,48.6,7.5,203.0,0.2
0.99,14.8,15.0,6.4,48.2,4.3,202.0,0.1
0.96,14.6,15.2,6.8,47.1,1.1,202.0,0.1
1.1,16.8,15.2,2.7,46.3,2.0,224.0,0.1
1.05,15.5,14.8,7.3,45.9,0.9,211.0,0.1
0.92,14.7,16.0,9.8,45.7,2.6,204.0,0.1
0.94,14.6,15.6,5.5,44.4,0.4,198.0,0.1
0.91,14.4,15.8,6.3,42.2,0.4,194.0,0.1
0.98,15.3,15.6,7.1,40.0,0.7,205.0,0.2
0.97,14.4,14.9,7.1,51.1,6.0,198.0,0.1
1.02,15.1,14.8,4.7,50.8,9.1,203.0,0.1
1.05,16.9,16.0,5.0,50.5,5.6,243.0,0.1
1.02,15.0,14.7,6.2,50.2,7.5,209.0,0.2
1.1,17.2,15.6,5.1,50.0,6.0,242.0,0.1
1.03,15.1,14.6,7.2,50.0,7.2,205.0,0.2
1.04,15.0,14.4,3.8,49.8,3.9,207.0,0.2
0.97,14.7,15.2,6.6,49.8,13.3,203.0,0.1
1.14,18.0,15.8,4.5,49.7,11.4,248.0,0.1
0.98,14.7,15.0,9.3,49.0,2.7,208.0,0.2
1.06,16.8,15.8,4.7,48.8,1.4,228.0,0.1
0.98,15.1,15.5,7.9,47.7,1.8,208.0,0.1
0.96,14.8,15.4,7.6,47.4,0.7,208.0,0.1
0.98,16.5,16.8,4.6,47.4,1.2,229.0,0.1
0.96,14.6,15.2,6.0,46.9,1.3,205.0,0.1
1.06,17.1,16.1,3.6,46.9,13.3,235.0,0.1
0.92,14.5,15.8,9.3,46.0,3.4,206.0,0.1
0.99,15.7,15.9,7.1,45.7,0.9,209.0,0.1
1.1,16.7,15.2,2.8,45.5,2.2,223.0,0.1
0.9,14.0,15.5,6.4,44.0,1.3,194.0,0.1
1.01,15.0,14.8,9.9,52.9,4.7,210.0,0.2
1.06,15.4,14.4,3.6,51.7,7.1,208.0,0.2
0.98,14.6,15.0,7.2,51.6,6.8,201.0,0.1
